type,term,context,position,comment_id,stakeholder,comment_type
technical_term,HCT/P,...which of the available biocompatibility tests may be most relevant for the HCT/P or HCT/P family. To determine which biocompatibility tests would be most...,12570,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...the available biocompatibility tests may be most relevant for the HCT/P or HCT/P family. To determine which biocompatibility tests would be most relevant,...",12579,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...on. Knowing the processing components that could or are encountered by the HCT/P and any existing information (publically available or internally developed...,12867,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...3) What is the relationship between the amount of manipulation of HCT/Ps and the need for biocompatibility testing? An appropriate risk analys...,14442,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...y increase the need for biocompatibility testing. However, for some HCT/Ps, some manipulation, such as cell removal, may improve the biocompa...",14755,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...ducts, not all of the recommendations will be wholly relevant to HCT/Ps. For instance, for HCT/Ps, sensitization tests generally involv...",15608,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...mendations will be wholly relevant to HCT/Ps. For instance, for HCT/Ps, sensitization tests generally involve the use of animal models....",15640,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...associated claims) delineate the particular homologous uses of the HCT/P. Those homologous uses describe the basic function or functions relev...,16723,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...homologous uses describe the basic function or functions relevant to such HCT/P. To ascertain whether a HCT/P is minimally manipulated, the processer...",16815,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...asic function or functions relevant to such HCT/P. To ascertain whether a HCT/P is minimally manipulated, the processer must ensure that the proces...",16846,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...haracterics that support the basic function or functions of such HCT/P. To ascertain whether those original, relevant characteristics...",17055,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...6 manufacturer’s objective intent defines the homologous use of a HCT/P, which then delineates what appropriate processes may be considered mi...",17510,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...otential homologous uses identified below. Finally, for some types of HCT/Ps that have a long-standing history of clinical use (e.g., bone an...",25053,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...ost of products, not all of the recommendations will be wholly relevant to HCT/Ps. For instance, for HCT/Ps, degradation is generally not a key considerat...",26648,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...the recommendations will be wholly relevant to HCT/Ps. For instance, for HCT/Ps, degradation is generally not a key consideration, given that HCT/Ps do n...",26675,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"..., for HCT/Ps, degradation is generally not a key consideration, given that HCT/Ps do not degrade like synthetics. (11) What is the required timing of the...",26744,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...of the potential homologous uses identified below. For some types of HCT/Ps that have a long-standing history of clinical use (e.g., bone...",30015,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...ch.edu/~bme332/ch10ligten/bme332ligamenttendon.htm Page 23 Appendix B: HCT/P Flow Diagrams Does the product meet the Minimal Manipulation criteria un...,73516,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...under 21 CFR 1271 Page 3 Page 26 Is my product regulated solely as a 361 HCT/P under 21 CFR 1271?Is the product minimally manipulated? (See Minimal Manip...,75773,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,"...us Use flow chart, page 3) No The product is NOT regulated solely as a 361 HCT/P under 21 CFR 1271No Yes The product is regulated solely as a 361 HCT/P und...",76624,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...361 HCT/P under 21 CFR 1271No Yes The product is regulated solely as a 361 HCT/P under 21 CFR 1271Does the product meet the criteria to be regulated solely...,76695,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...CFR 1271Does the product meet the criteria to be regulated solely as a 361 HCT/P under 21 CFR 1271 Page 4YesNoNo YesNoYesNo,76785,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,BLA,"...echanics Handbook, Second Edition, Stephen C. Cowin, ed., CRC Press 2001 74Blanton, Density of Fresh and Embalmed Human Compact and Cancellous Bone, Am....",53765,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,BLA,"...nance of normal bone matrix osteogenic cells, osteoprogenitor cells, osteoblasts, bone progenitor cells, etc.)79,80,81,82,83,84,85 available test kits)...",54916,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,BLA,"...84Malaval, L., et al., Kinetics of osteoprogenitor proliferation and osteoblast differentiation in vitro. J Cell Biochem, 1999. 74(4): p. 616-27 85Claro...",57118,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,BLA,...mercially available test kits) Dermis Provides strength and elasticity • Bladder sling • Breast reconstruction • Tissue expander to allow for enhanced...,58973,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...nd its membership totals more than 125 accredited tissue banks and 650 individual members. These banks recover tissue from more than 30,000 donors a...",1116,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...nts.1 1 See Guidance for Industry: Compliance with 21 CFR Part 1271.150(c)(1) – Manufacturing Arrangeme...,2532,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...ven the need for additional clarity in this area. We hope that you will find this guidance document recommendation useful in your deliberations related...,4598,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...ells, Tissues, and Cellular and Tissue-Based Products: Draft Guidance for Industry and FDA Staff, the FDA noted that “[a] homologous use for a cellular...",9468,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...recently released a final guidance document titled “Guidance for Industry on Use of International Standard ISO 10993 1, Biological evaluatio...",15133,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...ralized bone is to facilitate the healing of the bone by having osteinductive potential, and by being osteoconductive, allowing revasculariza...",22090,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...n in and around the bone graft microstructure. Processing steps include grinding and soaking the resultant bone in acid. To confirm the retention of th...,22278,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...osphatase or bone morphogenetic protein or BMP assays) to measure osteoinductive potential, and such results are within appropriate parameters...",22600,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...FDA recently released a final guidance document titled “Guidance for Industry on Use of International Standard ISO 10993 1, Biological eval...",26214,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...7 Extracellular matrix8 • Confined compression (ASTM F2267-04(2011)) • Indentation testing (ASTM D2240) • Relevant matrix protein characterization te...,31218,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...try/Viscometry (ASTM D2196, D2364) • Volume retention in an animal model • Indentation testing (ASTM D2240) • Relevant matrix protein characterization te...",32941,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...inoglycan content58 • Confined compression testing (ASTM F2267-04(2011)) • Indentation testing (ASTM D2240) • GAG and HA quantification biochemical assa...,45868,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...pplications (with DBM) • DBM use in sports medicine Mineral content62 Osteoinductive potential Growth factor content (e.g., BMP-2, -4, -7, TGF-beta, etc...",51018,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"..., Bone Morphogenetic Protein 2 ( BMP-2 ) Levels are Predictive of the Osteoinductive Potential of Demineralized Bone Matrix Poster No . 485 • 56th Annual...",52476,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...esearch Society. 65Han, Quantitative and sensitive in vitro assay for osteoinductive activity of demineralized bone matrix, J Orthop res, 21: 648-654, 20...",52658,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...uct, JBJS, 92: 427-435, 2010. 68Katz, Demineralized bone matrix as an osteoinductive biomaterial and in vitro predictors of its biological potential. JBM...",53069,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...tors of its biological potential. JBMR 89: 127-134, 2009. 69Peterson, Osteoinductivity of commercially available demineralized bone matrix, JBJS, 86: 224...",53185,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...es in Vertebral Body Size, Density, and Biomechanical Competence in Normal Individuals, Bone, 11: 67-73, 1990. 77McCubbrey, Static and Fatigue Failure Pr...",54188,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...nal spacer • Tympanoplasty • Rhinoplasty Yield strength, flexibility86 • Indentation testing (ASTM D2240) • Flexural/bending testing87 (examples listed...",55359,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...es such as nose, ear, trachea and nipple) Yield strength, flexibility88 • Indentation testing (ASTM D2240) • Flexural/bending testing (examples listed w...",55614,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...J Cell Biochem, 1999. 74(4): p. 616-27 85Claros, S., et al., Selection and induction of rat skeletal muscle-derived cells to the chondro-osteogenic linea...",57225,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...ndon and rotator cuff repair • Provides a filler for congenital and trauma-induced defects • Dental procedures • Provides a flap for guided tissue regene...,59261,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...characterization or biochemical assay (commercially available test kits) • Indentation testing (ASTM D2240) • Cell viability assay (LDH, ATP assay)(comme...",69187,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...ofautologous use (21CFR 1271.3(a))? Is the product implantedback into the individual from whom the cells or tissue were recovered? Is the product Infuse...,75176,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...om the cells or tissue were recovered? Is the product Infusedback into the Individual from whomthe cells or tissue were recovered? Is the product transfe...,75269,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...he cells or tissue were recovered? Is the product transferredback into the individual from whom the cells or tissue wererecovered?NoThe product meets the...,75365,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,...tion of autologous useNoYes YesYesIs the product transplantedback into the individual from whomthe cells or tissue were recovered?No NoDoes the product m...,75588,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,IND,"...intended for Homologous Use as reflected by labeling, promotion, or other indications of the manufacturer’s objective intent? (See Homologous Use Flow C...",75971,FDA-2015-D-3719-0097,unknown,personal_narrative
technical_term,HCT/P,...iting to comment in support of your 4 recent draft guidances pertaining to HCT/Ps and in particular as they relate to investigational cell and specifically...,99,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,BLA,"...rgely operating without FDA approval or licensing of products via INDs and BLAs, is putting patients at great risk and it also jeopardizes the FDA&#39;s...",1745,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,IND,...American clinics from coast to coast. <br/><br/>As the US stem cell clinic industry continues to grow (I would predict there are more than 600 clinics se...,1368,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,IND,...ulatory oversight activity. To date we haven&#39;t seen that. <br/><br/>An industry this size largely operating without FDA approval or licensing of prod...,1649,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,IND,"...s size largely operating without FDA approval or licensing of products via INDs and BLAs, is putting patients at great risk and it also jeopardizes the F...",1736,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,IND,"...; stem cells available to them and these can be very emotional and moving kinds of statements, the status quo of hundreds of clinics selling a hodge-podg...",2267,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,IND,...ed unapproved stem cell interventions from clinics including a number of blinded patients and other adverse events have also occurred but are not yet in...,2720,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,investigational,...t draft guidances pertaining to HCT/Ps and in particular as they relate to investigational cell and specifically stem cell therapies. I urge you to finalize these dr...,142,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,investigational,"...statements, the status quo of hundreds of clinics selling a hodge-podge of investigational stem cells to patients outside of the traditional clinical trial process i...",2350,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,adverse event,"...f harm.<br/><br/>For instance, in recent weeks we have heard about serious adverse events in patients who received unapproved stem cell interventions from clinics...",2608,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,adverse event,"...nterventions from clinics including a number of blinded patients and other adverse events have also occurred but are not yet in the public domain, making it all th...",2745,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,clinical trial,...podge of investigational stem cells to patients outside of the traditional clinical trial process is not benefiting the patients in any proven way and is instead pu...,2416,FDA-2015-D-3719-0031,unknown,personal_narrative
technical_term,HCT/P,...ling of Public Hearing; Request for Comments<br/><br/>1. Withdraw the four HCT/P guidance documents<br/>2. Get out of the business of regulating a person&#...,228,FDA-2015-D-3719-0070,unknown,technical_document
technical_term,HCT/P,Withdraw the four HCT/P guidance documents.<br/>Get out of the business of regulating a person&#39...,18,FDA-2015-D-3719-0077,unknown,technical_document
technical_term,HCT/P,....<br/>Healing medicine is Modern Technology.<br/><br/>1. Withdraw the four HCT/P guidance documents<br/><br/>2. Get out of the business of regulating a per...,218,FDA-2015-D-3719-0075,unknown,personal_narrative
technical_term,HCT/P,I am not in favor of the HCT/P regulations. I believe that the responsible use of stem cell therapy that...,25,FDA-2015-D-3719-0105,unknown,technical_document
technical_term,IND,...ed to go to another country or pay out of pocket and go broke in order to find health. We have the right to choose!!,333,FDA-2015-D-3719-0052,unknown,personal_narrative
